system_kanji_profile_link,company_name,capital,establishment_year,number_of_members,company_website,location,representative,system_kanji_project_count
https://system-kanji.com/services/15554,株式会社ECN,"1,000万円",2012年7月,,https://www.ecninc.co.jp/,〒 231-0048 神奈川県横浜市中区蓬莱町１丁目１−３ Belle 関内 501,稲葉 敏幸,0
https://system-kanji.com/services/15897,株式会社ソフトウェア・パートナー,,,,http://www.sp-inc.co.jp/,〒 162-0814 東京都新宿区新小川町6-36 S&Sビルディング,松永 淳,0
https://system-kanji.com/services/17356,株式会社ムーンファクトリー,,,,http://www.moonfactory.co.jp/,〒 104-0033 東京都中央区新川2-9-2 マルキョウ新川ビル2F,,0
https://system-kanji.com/services/17354,レッドインパルス株式会社,,,,https://redimpulz.com/,〒 182-0021 東京都調布市調布ケ丘1丁目5-1 電気通信大学 西11号館 411号室,高橋 健,0
https://system-kanji.com/services/17298,株式会社PKSHA Technology,,,,https://www.pkshatech.com/,〒 113-0033 東京都文京区本郷 2-35-10 本郷瀬川ビル,上野山 勝也,0
https://system-kanji.com/services/17152,株式会社MARUKU,,2017年7月24日,,https://maruku.biz/,〒 861-3518 熊本県上益城郡山都町浜町53番地2,小山 光由樹,0
https://system-kanji.com/services/17052,株式会社 DeMiA,,2019 年 8 月 14 日,,https://demia.co.jp/,〒 600-8813 京都府京都市下京区中堂寺南町 134 KRP 内 ASTEM ビル 8F8G17,坂本 京也,0
https://system-kanji.com/services/10441,株式会社トランソニックソフトウェア,850万円,2005年9月,13名,http://www.trans-it.net/,〒 460-0003 愛知県名古屋市中区錦1丁目7-34ステージ錦8F,河村 好則,0
https://system-kanji.com/services/10904,株式会社エム・ソフト,1億円,1987年8月11日,300人,http://www.msoft.co.jp/,〒 110-0015 東京都台東区東上野2丁目18番10号 日本生命上野ビル6Ｆ,飯田 昌宏,0
https://system-kanji.com/services/10171,株式会社EVANS,,,,http://j-evans.net/,〒 160-0023 東京都新宿区西新宿3-5-3 西新宿ダイヤモンドパレス205,佐藤 真也,0
https://system-kanji.com/services/15764,株式会社シスミックインテグレーション,"3,000万円",1985年5月1日,96人（2021年4月現在）,https://www.sysmic.jp/,神奈川県鎌倉市梶原19-2 古館ビル3F,佐々木 博史,0
https://system-kanji.com/services/12195,株式会社ウィライク,"2,000,000円",2009年9月1日,,http://www.wilike.co.jp/,〒 102-0093 東京都千代田区平河町一丁目3番6号 BIZMARKS 麹町,八鍬 巌,0
https://system-kanji.com/services/12113,株式会社アピュイ,"10,000,000円",2001年1月29日,,http://www.appui.jp/,〒 533-0005 大阪府大阪市東淀川区瑞光2丁目12番10号 マツモトフーツビル2F,中村 孝行,0
https://system-kanji.com/services/10630,株式会社システム研究所,"2,225万円",1992年4月,,http://www.sysken.ne.jp/,〒 910-0854 福井県福井市御幸2丁目17-25,梅田 憲一,0
https://system-kanji.com/services/16407,株式会社ネットタッチソフトウェア,１，０００万円（２０２１年４月１日現在）,2002年4月1日,,https://www.nt-soft.co.jp/index.html,〒 144-0052 東京都大田区蒲田５－３６－５ マネジメントビルNo.10 ６F,髙橋 江明,0
https://system-kanji.com/services/10380,株式会社インフォリンク,"3,000,000円",2008年 4月,,http://www.ilink-net.co.jp/,〒 433-8122 静岡県浜松市中区上島5-5-37 K-OFFICE2-2,伊藤 利之,0
https://system-kanji.com/services/11030,PASOL.NET株式会社,"3,000,000円",2008年7月,,http://pasol.net/,〒 104-0061 東京都中央区銀座1丁目3番3号 G1ビル7階 1196号,田中 正幸,0
https://system-kanji.com/services/10717,株式会社UNITE,300万円,2015年3月2日,,https://www.u-nite.co.jp/,〒 362-0037 埼玉県上尾市上町1-11-24-2,鹿野 徹,0
https://system-kanji.com/services/11022,株式会社ナユタ,"1,000万円",1999年7月21日,,https://nayuta-sys.co.jp/,〒 522-0053 滋賀県彦根市大薮町3072,西村 安正,0
https://system-kanji.com/services/11288,株式会社クロスパワー,"5,000万円",2006年10月2日,123名,https://xp-cloud.jp/,〒 101-0025 東京都千代田区神田佐久間町1-9 第7東ビル9階,大江 龍介,0
https://system-kanji.com/services/10708,株式会社トーチ,,1999年,,http://www.torch-dev.com/,〒 514-0803 三重県津市柳山津興363-57,,0
https://system-kanji.com/services/10620,株式会社コム,"1,000万",1995年7月,,https://www.kkcom.co.jp/,〒 403-0007 山梨県富士吉田市中曽根4丁目6番22号,高山 和弘,0
https://system-kanji.com/services/16517,株式会社プロシップフロンティア,3000万円,2006年4月,,http://www.ps-f.co.jp/,〒 112-0004 東京都文京区後楽二丁目3番21号 住友不動産飯田橋ビル,鈴木 資史,0
https://system-kanji.com/services/16328,ネットエキスパートナー株式会社,,,,http://www.nexp.jp/,〒 273-0011 千葉県船橋市湊町１－２－２１船橋ケイ・ジイ・ビル６階,好田 秀作,0
https://system-kanji.com/services/16070,コボルト株式会社,,2019年6月24日,,https://kobold-inc.com/,〒 171-0022 東京都豊島区南池袋2-29-16 ルボワ平喜南池袋701,Sekiya Hidehumi,0
https://system-kanji.com/services/15441,株式会社サンシステムエンジニアリング,"1,000万円",1986年4月,,https://3system.co.jp/,〒 771-1232 徳島県板野郡藍住町富吉字穂実５３－４,楠本 克仁,0
https://system-kanji.com/services/17165,株式会社アナハイム・テクノロジー,"4,500万円",1995年5月25日,,https://www.ah-tech.net/lp/support/,〒 101-0042 東京都千代田区神田東松下町10-2 翔和神田ビル4F,清水 卓,0
https://system-kanji.com/services/17128,有限会社エクスリンク,300万円,2003年3月,,https://xlink.jpn.com/,〒 573-1142 大阪府枚方市牧野下島町3-17,宮武弘英,0
https://system-kanji.com/services/17117,テックポート株式会社,,1986年（昭和61年）7月1日,,https://www.tbtech.co.jp/,〒 471-0842 愛知県豊田市土橋町三丁目4番地1 東京貿易ビル,金井 恭秀,0
https://system-kanji.com/services/17113,株式会社 アドバンスト・ストリーム,"10,000,000円",平成１３年８月１日,４名,https://www.adv-jp.com/index.html,〒 471-0064 愛知県豊田市梅坪町3-7-1-304,,0
https://system-kanji.com/services/17066,株式会社アンクス,"1,000万円",1989年6月23日,,https://www.ankusu.com/,〒 892-0843 鹿児島県鹿児島市千日町13-18 光学堂ビル8階,菊永 満,0
https://system-kanji.com/services/17063,株式会社KSK九州,"2,000万円",,,https://www.ksk-kyushu.co.jp/,〒 861-4101 熊本県熊本市南区近見6丁目20-45,西島 修一,0
https://system-kanji.com/services/17062,株式会社データブロード,,2008年5月2日設立,,https://www.databroad.tv/,〒 930-0094 富山県富山市安住町２番１４号 北日本スクエア北館５F,松原良樹,0
https://system-kanji.com/services/17206,株式会社 GAGA,"5,000万円",2020年1月10日,120名,https://gaga-ltd.co.jp/,〒 460-0003 愛知県名古屋市中区錦1丁目10-20 アーバンネット伏見ビル8階,松山 歩夢,0
https://system-kanji.com/services/17209,株式会社レイヴン,"6,000万円",2014年12月22日,,https://raven-g.com/,〒 150-0002 東京都渋谷区渋谷二丁目9番8号 日総第25ビル 10F,山田 浩一郎,0
https://system-kanji.com/services/16394,北海道ガス株式会社,"7,515,830千円",1911年7月,815名,https://www.hokkaido-gas.co.jp/,〒 060-0907 北海道札幌市東区北7条東2丁目1番1号,大槻 博,0
https://system-kanji.com/services/17243,リード株式会社,"1億4,000万円",1976年 9月,,https://www.lead-ltd.co.jp/,〒 379-2154 群馬県前橋市天川大島町３－６０－１,塚越 智和,0
https://system-kanji.com/services/10151,株式会社デジタルダイブ,"6,000万円",1999年2月24日,,https://www.digital-dive.co.jp/,〒 460-0003 愛知県名古屋市中区錦3丁目7-15名古屋DICビル 8Ｆ,河田 和子,0
https://system-kanji.com/services/10134,株式会社ネオマウント,"1,000万円",1993年7月14日,privacy@neomount.co.jp,http://www.neomount.co.jp/,〒 111-0041 東京都台東区元浅草4-9-14 イマス元浅草ビル6F,新多 徹,0
https://system-kanji.com/services/10117,MBPジャパン株式会社,1億円,2018年3月1日,,http://www.mbpsoft.co.jp/,〒 140-0013 東京都品川区南大井六丁目22番7号 大森ベルポートE館12階,朱 峰,0
https://system-kanji.com/services/11115,株式会社 キュービックソリューションズ,,2007年2月,60名越(2018年12月時点),http://www.cubik-com.net/,〒 171-0021 東京都豊島区西池袋1-44-1 西京池袋ビル4階,荒川 友之,0
https://system-kanji.com/services/17294,サイバー・ソリューション株式会社,1億円,2000年2月1日,,https://www.cybersolution.co.jp/,〒 136-0075 東京都江東区新砂1-6-35 JMFビル東陽町02 1F,稲垣 哲也,0
https://system-kanji.com/services/17293,NECフィールディング株式会社,96億7010万円,,"4,482名(2023年3月末／単体)",https://www.fielding.co.jp/,東京都港区三田一丁目4番28号 (三田国際ビル),形山 嘉浩,0
https://system-kanji.com/services/12611,ヒューマンデジタルコンサルタンツ株式会社,"9,950万円",2007年5月,,https://www.human-dc.com/,〒 160-0022 東京都新宿区新宿1-8-1 大橋御苑駅ビル6階,後藤 繁樹,0
https://system-kanji.com/services/10959,有限会社エコラボ,"3,000(千円)",2002年3月20日,,https://e-collab.jp,〒 522-0083 滋賀県彦根市河原1-4-29,西村 健太郎,0
https://system-kanji.com/services/16533,株式会社アールユニット,700万円,2005年4月,,http://www.r-unit.co.jp,〒 111-0042 東京都台東区寿1丁目11-6 SMKビル402,薄田 工,0
https://system-kanji.com/services/16519,ピー・エス・シー株式会社,１０００万円,1986年12月24日,１０名 （パートＳＥ含む）,http://www.psc-web.jp/,〒 120-0015 東京都足立区足立２丁目３３番３号,原田 敏明,0
https://system-kanji.com/services/16512,株式会社プロスコープ,"1,000万円",1988年7月,9名,http://www.proscope.co.jp/,〒 113-0033 東京都文京区本郷2-19-7 ブルービルディング4F,伊東 猛士,0
https://system-kanji.com/services/16505,株式会社プロセスネット,１０００万円,2004年4月5日,４０名（契約社員含む）,http://www.processnet.co.jp/,〒 450-0002 愛知県名古屋市中村区名駅五丁目３０番４号 名駅ＫＤビル６階,松下 信次,0
https://system-kanji.com/services/16501,株式会社プライム・ブレインズ,"5,000万円（2019年12月増資）",2008年1月25日,,http://www.primebrains.co.jp/,〒 103-0025 東京都中央区日本橋茅場町1丁目13番21号 日本橋茅場町阪神ビル,五反田 基秀,0
https://system-kanji.com/services/16468,ピーエフシー株式会社,2500万円,1996年8月,,http://www.pfc.co.jp/,〒 102-0074 東京都千代田区九段南2-8-7 スリジィエ九段 3F,松田 啓二,0
https://system-kanji.com/services/16458,株式会社ＯＴソリューションズ,,2007年2月,,http://www.ot-sol.com/,〒 151-0051 東京都渋谷区千駄ヶ谷5-23-6グランスイート代々木1102,大里 健,0
https://system-kanji.com/services/16423,株式会社ＯＥＣ,1500万円,1983年12月,,http://www.oec-ltd.co.jp/,〒 160-0022 東京都新宿区新宿4-1-23 新宿SKYビル8階,田中 一敏,0
https://system-kanji.com/services/16417,株式会社ネットワーク・ウイング,1000万円,1999年3月,,http://www.nw-wing.jp/,〒 160-0005 東京都新宿区愛住町19-19 愛住ビル3F,小川 哲男,0
https://system-kanji.com/services/16376,株式会社エヌ・ケイ・システム,2500万円,1997年7月7日,,http://www.nksystem.net/,東京都千代田区九段北1-14-21 九段アイレックスビル5F,中林 賢一郎,0
https://system-kanji.com/services/16356,株式会社エヌ・ティ・インフォメーションシステム,"3,300万円",1988年10月,,http://www.nis.jp/,〒 140-0013 東京都品川区南大井3-24-13 EBUCHIビル2階,澤田 隆,0
https://system-kanji.com/services/16331,株式会社ネクストクリエイト,"1,000万円",1995年6月7日,,http://www.nextcreate.co.jp/,東京都渋谷区千駄ヶ谷5-2-16 DeLCCS千駄ヶ谷(デルックスセンダガヤ)２Ｆ,榎本 博幸,0
https://system-kanji.com/services/16302,株式会社大阪エヌデーエス,３，０００万円,１９９３年７月３０日,９７名(２０２２年４月),http://www.nds-osk.co.jp/,〒 540-0001 大阪府大阪市中央区城見1丁目4番70号 住友生命OBPプラザビル８F,平山 武司,0
https://system-kanji.com/services/16298,株式会社エヌシーアール社会保険サービス,"1,800万円",1999年5月,,http://www.ncrsinc.com/,〒 105-0021 東京都港区東新橋2-3-14 エディフィチオトーコー5F,山岸 修,0
https://system-kanji.com/services/16265,株式会社日本コムネット,"2,000万円",1989年2月13日,,http://www.n-comnet.co.jp/,〒 222-0033 神奈川県横浜市港北区新横浜三丁目7番地18,小池 修一郎,0
https://system-kanji.com/services/16261,株式会社ムサシ・エービーシー,"2,000万円",1970年1月20日,300名,http://www.musashi-abc.co.jp/,〒 104-0041 東京都中央区新富1-9-1 新富191,齋藤 道正,0
https://system-kanji.com/services/16250,文珠システム株式会社,"2,050万円",1984年12月6日,,https://www.monju.co.jp/,〒 160-0023 東京都新宿区西新宿8-13-11 エヌ・エフビル3階,伊藤 孝博,0
https://system-kanji.com/services/16233,株式会社ハイテックシステム,"5,000万円",1991年10月1日,,https://www.hightech.co.jp/,〒 990-0023 山形県山形市松波1丁目16-7,土屋 浩,0
https://system-kanji.com/services/16125,株式会社ABEJA,,2012年9月10日,グループ従業員数 66名(2020年8月末時点),https://abejainc.com/ja/,〒 107-0061 東京都港区北青山二丁目14番4号 the ARGYLE Aoyama,岡田 陽介,0
https://system-kanji.com/services/16154,リコノミカル株式会社,,2017年5月,,https://reconomical.co.jp/,〒 160-0023 東京都新宿区西新宿6-20-7 3912号,前田 拓海,0
https://system-kanji.com/services/10167,株式会社アンド・ソリューション,,,,http://www.and-sol.jp/,〒 164-0011 東京都中野区中央4-18-10,太田 寛,0
https://system-kanji.com/services/16061,アイデアビット株式会社,８００万円,2011年3月1日,,http://www.idea-bit.co.jp/,東京都杉並区清水1-20-7,三田 真大,0
https://system-kanji.com/services/10069,合同会社オフィスウイル,,2010年,,https://officewill.net/,〒 987-0363 宮城県登米市豊里町横町55,,0
https://system-kanji.com/services/15382,株式会社ながと,"1,825万円",1948年11月1日,43名,https://www.nico2.co.jp/,宮崎県延岡市出北4丁目2479番地,長渡 靖夫,0
https://system-kanji.com/services/15324,株式会社福島情報処理センター,,,,https://fic.co.jp/,〒 963-8025 福島県郡山市桑野三丁目18-24,小暮 憲一,0
https://system-kanji.com/services/15320,株式会社アイネックス,,,,https://www.inecx.co.jp/,〒 010-0063 秋田県秋田市牛島西1-4-5,鎌田 良勝,0
https://system-kanji.com/services/15402,アンサーメディカル株式会社,,2016年5月,,https://answer-m.com/,〒 130-0011 東京都墨田区石原1-30-6-901,田代 ゆみ,0
https://system-kanji.com/services/16024,株式会社Gonmura,500万円,2020年1月20日,,https://gonmura.com/,〒 545-0011 大阪府大阪市阿倍野区昭和町1-21-18,高崎 幸太郎,0
https://system-kanji.com/services/10898,株式会社エムズ,,,,https://ms123.co.jp/,〒 107-0062 東京都港区南青山2丁目2番地15号 ウィン青山ビル9F,,0
https://system-kanji.com/services/15772,株式会社インターフェイスロジテム,1000万円,,,http://www.traffics1-2-3.com/,〒 252-0143 神奈川県相模原市緑区橋本6-5-10 中屋第２ビル,武関 高洋,0
https://system-kanji.com/services/10135,株式会社キャッツ,"3,000万円",1982年7月,63名,http://www.cats-net.co.jp/,〒 231-0012 神奈川県横浜市中区相生町6-104 横浜相生町ビル6F,宮崎 智博,0
https://system-kanji.com/services/13728,株式会社アクティブフュージョンズ,1000万円,2001年10月,,http://www.activefusions.com,〒 108-0075 東京都港区港南2-16-1 品川イーストワンタワー 7F,山元 北斗,0
https://system-kanji.com/services/13370,株式会社キュービット,1900万円,2001年5月17日,,http://www.cubit.jp/,〒 150-0013 東京都 渋谷区 恵比寿1-10-6 清園ビル5F,西川 眞史,0
https://system-kanji.com/services/13388,SEモバイル・アンド・オンライン株式会社,10百万円,2006年10月2日,34名（2019年7月16日現在）,http://www.semo.co.jp/,〒 160-0006 東京都新宿区舟町5 SE舟町ビル,伊藤 文彦,0
https://system-kanji.com/services/13401,株式会社 上海互恵JAPAN,4000万円,2006年3月,22名,https://www.gokeijapan.jp/businessIntroduction/appdev.html,〒 101-0026 東京都千代田区神田佐久間河岸91番地 リバーサイドトナカイビル202,魯 学海,0
https://system-kanji.com/services/13424,羽石株式会社,1000万円,2006年8月,,http://www.flying-stone.com/,〒 111-0053 東京都台東区浅草橋2丁目25番７号 長島エレガンスビル５階,崔 向東,0
https://system-kanji.com/services/13433,株式会社エゾモバイル,1億円,2004年2月3日,,http://ezomobile.jp/,〒 150-0011 東京都渋谷区東1丁目20-2アイビル4階,川村 賢樹,0
https://system-kanji.com/services/13436,株式会社GB,800万円,2011年9月2日,,http://gb-j.com/,〒 150-0034 東京都渋谷区代官山町9-10 co-lab代官山4F,塚本 洋平,0
https://system-kanji.com/services/13029,アシストアップ株式会社,"10,000,000円",1998年4月8日,,https://www.assistup.co.jp/,〒 541-0056 大阪府大阪市中央区久太郎町3-6-8 御堂筋ダイワビル8F,青木 勝彦,0
https://system-kanji.com/services/13050,マーカーネット株式会社,"30,000,000円",1998年10月,24名,https://www.markernet.co.jp/,〒 162-0824 東京都新宿区揚場町2-21 東ビル 8階,塚 尚益,0
https://system-kanji.com/services/13089,ＡＲアドバンストテクノロジ株式会社,1億円,2010年1月,社員427名,http://www.ari-jp.com/,〒 150-0002 東京都渋谷区渋谷1-14-16 渋谷野村證券ビル8F,武内 寿憲,0
https://system-kanji.com/services/13124,株式会社コミクリ,,2009年4月1日,,https://www.comcre.co.jp/,〒 181-0013 東京都三鷹市下連雀 3-38-16 スマート・パーク三鷹 3F,佐藤 弘人,0
https://system-kanji.com/services/13177,株式会社Bee Innovator,990万円,2013年5月27日,,http://bee-innovator.com/,〒 101-0024 東京都千代田区神田和泉町1−7−13スズキビル2階,村上 綜一,0
https://system-kanji.com/services/13184,株式会社Nurinubi,"2,800万円",2007年7月17日,100名,http://www.nurinubi.com/,〒 101-0025 東京都千代田区神田佐久間町3丁目38番地 第5東ビル203号,梁 相萬,0
https://system-kanji.com/services/13232,株式会社ジャパンコンピューターサービス,9900万円,1981年3月,240名,http://www.japacom.co.jp/,〒 101-0025 東京都千代田区神田佐久間町 1丁目 11番地 7階,吉川 順一,0
https://system-kanji.com/services/12634,株式会社エボルブ,"2,500万円",2003年5月27日,,http://evolve.ne.jp/,〒 541-0058 大阪府大阪市中央区南久宝寺町2-6-7 SOUTENビルディング 6F,安松 亮,0
https://system-kanji.com/services/12636,NEW STANDARD'S株式会社,"8,000万円",1972年7月7日,,https://www.newstandards.jp/business/system/,〒 104-0061 東京都中央区銀座1-15-7 マック銀座ビル204号,高橋 玄一,0
https://system-kanji.com/services/12747,株式会社ウイングス・コンサルティング,,,1名,https://wings-consulting.jp/,〒 659-0013 兵庫県芦屋市岩園町3-2-401,岩井 宗徳,0
https://system-kanji.com/services/12783,株式会社アットウェア,8080万円,2004年12月,39名,http://www.atware.co.jp/,〒 220-0012 神奈川県横浜市西区みなとみらい3-7-1オーシャンゲートみなとみらい 8F WeWork,牧野 隆志,0
https://system-kanji.com/services/12784,株式会社 アローシステムズ,"2,000万円",2001年2月1日,33名,http://www.arrow-systems.co.jp/,〒 231-0004 神奈川県横浜市中区元浜町3-21-2 ヘリオス関内ビル3F,藤村 宏,0
https://system-kanji.com/services/12852,HagaSoftwareDesign,,,,http://hagasd.com/,〒 240-0066 神奈川県横浜市保土ヶ谷区釜台町2-11,羽賀 憲利,0
https://system-kanji.com/services/12377,株式会社 ワールド イズ ユアーズ,,,,http://www.w-yours.com/,〒 594-0031 大阪府和泉市伏屋町3-22-50 3F,宮端 元也,0
https://system-kanji.com/services/12462,北畠コンピューター,,2000年3月,2名,http://kitacom.jp/,〒 309-1453 茨城県桜川市友部963-10,北畠 武司,0
https://system-kanji.com/services/12528,株式会社インフィニット･フィールド,,2010年7月5日,,http://www.infxf.com/,〒 700-0971 岡山県岡山市北区野田1-11-15-102号,天野 智史,0
https://system-kanji.com/services/12587,株式会社みなまち,1000万円,2007年7月31日,35名,http://minamachi.jp/,〒 101-0021 東京都千代田区外神田2-9-3 ユニオンビル工新 7F,深沢 務,0
https://system-kanji.com/services/12034,株式会社いろや,,2012年5月1日,,http://www.iroya-inc.co.jp/,〒 300-1275 茨城県つくば市梅ヶ丘2-12,大澗 優輔,0
https://system-kanji.com/services/12142,株式会社創研,1600万円,1978年9月,8名,https://www.signnet.co.jp/,〒 534-0025 大阪府大阪市都島区片町２丁目2番40号 大発ビル,山田 知二,0
https://system-kanji.com/services/12243,ブレーン・アシスト株式会社,"10,000,000円",1999年4月16日,,https://www.brainassist.com/,〒 332-0017 埼玉県川口市栄町3丁目3番地13号 汐風ビル3F,徳澄 範光,0
https://system-kanji.com/services/12254,株式会社SOA,,2007年7月9日,,http://www.soa55.com/,〒 790-0903 愛媛県松山市東野1-3-30,河田 周作,0
https://system-kanji.com/services/11984,株式会社ワークジェイ,,2008年10月31日,,http://www.work-j.com/,〒 730-0855 広島県広島市中区小網町7-20 オルゴグラート広島103,長谷川 芳憲,0
https://system-kanji.com/services/11759,有限会社オブジィ,,2000年05月,,http://www.obssi.com/,〒 426-0083 静岡県藤枝市谷稲葉137-1 チャレンジ1 2B,伊藤 崇洋,0
https://system-kanji.com/services/11829,株式会社ネクストソリューションズ,"9,000万円",2000年7月24日,,http://www.nextsolutions.co.jp/,〒 150-0045 東京都渋谷区神泉町10-10 VORT渋谷神泉5F,久保 和之,0
https://system-kanji.com/services/11850,株式会社ケネス,1000万円,2004年11月,103名（中国大連支社含む）（2021年01月）,http://www.kenes.co.jp/index.html,〒 101-0032 東京都千代田区岩本町2丁目4番1号 神田岩本町プラザビル8階,黄海 東,0
https://system-kanji.com/services/11377,株式会社プロシーズ,"71,000,000円",2003年6月,70名（2021年1月現在）,http://www.pro-seeds.com/,〒 564-0052 大阪府吹田市広芝町10番25号 第2池上ビル1階,花田 隆典,0
https://system-kanji.com/services/11401,WEB制作.com／株式会社オールマネージ,,,16名+パートナースタッフ4名,http://www.e-webseisaku.com/,〒 550-0014 大阪府大阪市西区北堀江2-2-7 北堀江GATEビル5F,岸澤 秀憲,0
https://system-kanji.com/services/11428,株式会社エン・デザイン,"3,000,000円",2014年8月,,https://en-design.co.jp/,〒 101-0062 東京都千代田区神田駿河台1-8-6 第一お茶の水ビル 3F,中野 龍介,0
https://system-kanji.com/services/11433,株式会社SPC,"3,000万円",2012年9月,30人,http://spc-jpn.co.jp/,〒 169-0074 東京都新宿区北新宿1-4-1 アルマビル2F,津田 東洋,0
https://system-kanji.com/services/11509,株式会社アスカ 大仏メディア事業部,,1997年,,http://www.daibutsumedia.com/,〒 630-0245 奈良県生駒市北新町17-50,苗代 尚彦,0
https://system-kanji.com/services/11543,株式会社PKBソリューション,"3,000,000円",2008年 7月 1日,,https://www.pkbsolution.co.jp/,〒 520-2331 滋賀県野洲市小篠原１１１５番地の５,山本 浩史,0
https://system-kanji.com/services/11584,ビバコンピュータ株式会社,"1,000万円",1991年8月,10名,http://www.viva.co.jp,〒 541-0048 大阪府大阪市中央区瓦町4-5-9 井門瓦町ビル5階,西 淳一郎,0
https://system-kanji.com/services/11345,株式会社メンタルヘルステクノロジーズ,"415,750千円",2011年3月,60名（連結、非常勤取締役、監査役、臨時社員等含む）,http://www.miew.co.jp/,〒 107-0052 東京都港区赤坂3-16-11 東海赤坂ビル4階,刀禰 真之介,0
https://system-kanji.com/services/10977,株式会社利達ソフト,"1,000万円",2009年2月9日,,http://lzt.jp/,〒 101-0047 東京都千代田区内神田1丁目8－1 三井ビル７階,徐 浩,0
https://system-kanji.com/services/11017,株式会社WETCH,"5,000,000円",2008年6月2日,25人(アルバイト 3人) 2020年9月現在,http://www.wetch.co.jp/,〒 430-0926 静岡県浜松市中区砂山町328-8 アドコウビル 1F,上田 猛,0
https://system-kanji.com/services/11039,株式会社OpenDNA,,2007年8月17日,20名,http://open-dna.jp/,〒 182-0024 東京都調布市布田3-1-7 池田ビル3F,安東裕二,0
https://system-kanji.com/services/11063,株式会社月島ファクトリー,"1,000万円",2006年10月13日,,http://moonisland.jp/,〒 160-0022 東京都新宿区新宿1丁目36番7号新宿内野ビルⅡ 5F,日野昭宏,0
https://system-kanji.com/services/11066,株式会社ジップサービス,,2004年 4月,,http://gipservice.com/,〒 321-0153 栃木県宇都宮市北若松原1-6-6,白澤正年,0
https://system-kanji.com/services/11073,ナレッジビーンズ株式会社,"2,500万円",2001年2月22日,,http://www.knowledgebeans.co.jp/,〒 105-0001 東京都港区虎ノ門5-11-2 オランダヒルズ森タワー18F,河西 賢二,0
https://system-kanji.com/services/11110,ヴァイタル・インフォメーション株式会社,"5,030万円",1996年8月8日,279名（2020年6月1日 現在）,https://www.vitals.co.jp/,〒 160-0022 東京都新宿区新宿2-13-12 住友不動産新宿御苑ビル,淺田 孝浩,0
https://system-kanji.com/services/11127,SIA株式会社,,2003年10月,,https://www.siainc.jp/,〒 106-0047 東京都港区南麻布2-2-13 麻布ハイプラザ2F,木原 真,0
https://system-kanji.com/services/11193,日本システムランド株式会社,8000万円,1983年5月,116名,http://www.nsrnet.co.jp/,〒 104‐0032 東京都中央区八丁堀2-26-9 八丁堀グランデビル7階,鈴鴨 貞清,0
https://system-kanji.com/services/10931,株式会社エスエヌシー,5千万円,1997年7月23日,,https://www.sncj.co.jp/,〒 542-0081 大阪府大阪市中央区南船場1-18-17 商工中金船場ビル9F,中山 博文,0
https://system-kanji.com/services/10952,サイトプラン株式会社,,2005年8月,,http://siteplan.co.jp/,〒 146-0081 東京都港区高輪3-23-7 品川センタービルディング４F,手嶋 民夫,0
https://system-kanji.com/services/10666,株式会社エイティエイト,"3,000万円",2017年4月3日,,http://1988.co.jp/,〒 103-0027 東京都中央区日本橋2-16-3 ブリリアンビル4階,大橋 剛基,0
https://system-kanji.com/services/10667,株式会社らくや,"1,500,000円",2005年4月,,http://dvl.raku-ya.info/,〒 606-8003 京都府京都市左京区山端川原町4-4,永江 健将,0
https://system-kanji.com/services/10702,夢現システムズ,,2009年2月,,https://www.mugen-systems.jp/,〒 503-0006 岐阜県大垣市加賀野4-1-7ソフトピアセンタービル9F911,今川 崇司,0
https://system-kanji.com/services/10218,株式会社エム・アンド・アイネットワーク,"20,000千円",1993年2月1日,,http://www.min.co.jp/,〒 104-0033 東京都中央区新川２－１－７ セルコンスクエア,田中 正人,0
https://system-kanji.com/services/10221,株式会社エクスクルーズ,,2008/08/01,,http://www.mirai-fudousan.jp/,〒 150-0002 東京都渋谷区渋谷3-27-11 祐真ビル本館 5F,岡本 純一,0
https://system-kanji.com/services/10367,株式会社ラグザイア,"24,500,000円",2004年 11月,,http://www.luxiar.com/,〒 194-0022 東京都町田市森野1-33-11町田森野ビル 205,毛利 良相,0
https://system-kanji.com/services/10389,システムソリューションプランニング株式会社,"1,000万円",2003年11月,,http://www.ssp-jp.com/,〒 983-0852 宮城県仙台市宮城野区榴岡4-12-12,"菅原 敏彦,東海林 和幸",0
https://system-kanji.com/services/10407,リードテックシステム株式会社,"3,000,000円",2006年12月,,http://www.leadtecs.co.jp/,熊本県熊本市中央区神水２丁目10-23北野ビル3F,中木原 光宏,0
https://system-kanji.com/services/10410,有限会社マーディー,,1994年,,http://mahdi.jpn.org/,〒 401-0501 山梨県南都留郡山中湖村山中865-288,,0
https://system-kanji.com/services/10451,株式会社ジョイントループス,,2011年4月1日,,http://jointloops.com/,〒 370-0005 群馬県高崎市浜尻町 593-1,尾串 理江,0
https://system-kanji.com/services/10473,株式会社サンテック,1000万円,1995年2月,,https://santec.biz/,〒 153-0061 東京都目黒区中目黒３－６－２ 中目黒ＦＳビル７Ｆ,高梨 繁,0
https://system-kanji.com/services/10477,有限会社ピーシーサポート長崎,,2001年5月15日,,http://www.pcsn.org/,〒 856-0804 長崎県大村市大川田町426-2,山本和典,0
https://system-kanji.com/services/10564,有限会社ソフトシンク,,,,https://softsync.co.jp/,〒 862-0948 熊本県熊本市中央区国府本町1-21,一山 愉,0
https://system-kanji.com/services/10567,株式会社宏大,,,,http://kodai-system.com/,〒 861-2103 熊本県熊本市東区若葉6丁目5-10,井上 文武,0
